Sport,Entry,Contest_Date_EST,Place,Points,Winnings_Non_Ticket,Winnings_Ticket,Contest_Entries,Entry_Fee,Prize_Pool,Places_Paid
NFL,"Casual NFL $10K Flea Flicker [$10,000 Guaranteed] (Mon-Thu)",11/21/16 20:30,2233,97.6,$0.00 ,$0.00 ,2352,$5.00 ,"$10,000.00 ",675
NFL,"NFL $5K Monday Night Showdown [$5,000 Guaranteed] (Mon-Thu)",11/21/16 20:30,1004,108.74,$0.00 ,$0.00 ,1176,$5.00 ,"$5,000.00 ",225
NFL,"NFL $275K Kickoff Special [$275,000 Guaranteed] (Thu)",11/17/16 20:25,15889,135.6,$6.00 ,$0.00 ,80882,$4.00 ,"$275,000.00 ",22850
NFL,NFL Week 11 Survey Freeroll,11/20/16 13:00,5461,134.6,$0.00 ,$0.00 ,17416,$0.00 ,$300.00 ,53
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (1/5),11/20/16 13:00,21679,149.08,$45.00 ,$0.00 ,166641,$27.00 ,"$4,000,000.00 ",46175
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (2/5),11/20/16 13:00,36284,141.4,$40.00 ,$0.00 ,166641,$27.00 ,"$4,000,000.00 ",46175
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (3/5),11/20/16 13:00,39974,139.8,$40.00 ,$0.00 ,166641,$27.00 ,"$4,000,000.00 ",46175
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (5/5),11/20/16 13:00,46680,137.1,$0.00 ,$0.00 ,166641,$27.00 ,"$4,000,000.00 ",46175
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (4/5),11/20/16 13:00,53369,134.6,$0.00 ,$0.00 ,166641,$27.00 ,"$4,000,000.00 ",46175
NFL,"NFL $10K Play-Action [$10,000 Guaranteed] (Afternoon Only)",11/20/16 16:05,2479,124.3,$0.00 ,$0.00 ,3921,$3.00 ,"$10,000.00 ",1073
NFL,"NFL $4K Play-Action [$4,000 Guaranteed]  (Afternoon Only) (2/2)",11/20/16 16:05,1004,124.3,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",446
NFL,"NFL $4K Play-Action [$4,000 Guaranteed]  (Afternoon Only) (1/2)",11/20/16 16:05,1187,121.1,$0.00 ,$0.00 ,1568,$3.00 ,"$4,000.00 ",446
MMA,MMA $750 Takedown [$750 Guaranteed],11/19/16 18:00,31,201,$0.00 ,$0.00 ,32,$27.00 ,$750.00 ,6
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (8/14)",11/13/16 13:00,27,191.04,$50.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (12/14)",11/13/16 13:00,68,180.9,$40.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (7/14)",11/13/16 13:00,132,172.84,$30.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (13/14)",11/13/16 13:00,309,160.7,$18.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (11/14)",11/13/16 13:00,485,153.14,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (1/14)",11/13/16 13:00,673,145.84,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (6/14)",11/13/16 13:00,673,145.84,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (9/14)",11/13/16 13:00,673,145.84,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (2/14)",11/13/16 13:00,780,142.14,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (3/14)",11/13/16 13:00,952,136.54,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (10/14)",11/13/16 13:00,952,136.54,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (14/14)",11/13/16 13:00,952,136.54,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (4/14)",11/13/16 13:00,1296,125.14,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $15K Slant [$15,000 Guaranteed] (Sun-Mon) (5/14)",11/13/16 13:00,1577,114.6,$0.00 ,$0.00 ,1926,$9.00 ,"$15,000.00 ",422
NFL,"NFL $10K Flea Flicker [$10,000 Guaranteed] (Sun-Mon)",11/13/16 13:00,1146,136.54,$0.00 ,$0.00 ,2352,$5.00 ,"$10,000.00 ",675
NFL,"NFL $25 Double Up [$15,000 Gtd] (Multi-Entry) (Sun-Mon)",11/13/16 13:00,431,136.54,$0.00 ,$0.00 ,689,$25.00 ,"$15,000.00 ",300
NFL,$10M Fantasy Football World Championship Qualifier #112,11/13/16 13:00,5862,129.82,$0.00 ,$0.00 ,8977,$9.00 ,"$68,680.56 ",475
MMA,"MMA $150K Haymaker Special (300K Fight Series) [$150,000 Guaranteed]",11/12/16 19:00,26644,376.5,$0.00 ,$0.00 ,58823,$3.00 ,"$150,000.00 ",17640
MMA,"MMA $5 Double Up [$7,000 Gtd] (Multi-Entry) (2/2)",11/12/16 19:00,158,456,$10.00 ,$0.00 ,1609,$5.00 ,"$7,000.00 ",700
MMA,"MMA $5 Double Up [$7,000 Gtd] (Multi-Entry) (1/2)",11/12/16 19:00,948,371,$0.00 ,$0.00 ,1609,$5.00 ,"$7,000.00 ",700
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (10/15)",11/7/16 20:30,9848,136.34,$8.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (9/15)",11/7/16 20:30,23217,127.68,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (11/15)",11/7/16 20:30,27251,125.54,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (14/15)",11/7/16 20:30,30800,123.54,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (2/15)",11/7/16 20:30,51386,106.78,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (3/15)",11/7/16 20:30,51386,106.78,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (5/15)",11/7/16 20:30,53807,104.64,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (13/15)",11/7/16 20:30,53807,104.64,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (8/15)",11/7/16 20:30,56699,102.14,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (4/15)",11/7/16 20:30,62749,97.08,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (1/15)",11/7/16 20:30,63399,95.94,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (12/15)",11/7/16 20:30,63399,95.94,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (15/15)",11/7/16 20:30,66689,90.44,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (7/15)",11/7/16 20:30,67490,87.94,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $300K Monday Night Showdown [$300,000 Guaranteed] (Mon-Thu) (6/15)",11/7/16 20:30,68028,85.94,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (14/17)",11/7/16 20:30,2173,136.34,$9.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (1/17)",11/7/16 20:30,2564,134.68,$8.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (10/17)",11/7/16 20:30,2564,134.68,$8.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (9/17)",11/7/16 20:30,4461,127.68,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (16/17)",11/7/16 20:30,5173,125.54,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (3/17)",11/7/16 20:30,5735,123.54,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (7/17)",11/7/16 20:30,9056,106.78,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (8/17)",11/7/16 20:30,9056,106.78,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (2/17)",11/7/16 20:30,9446,104.64,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (12/17)",11/7/16 20:30,9446,104.64,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (6/17)",11/7/16 20:30,9915,102.14,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (11/17)",11/7/16 20:30,10772,97.08,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (15/17)",11/7/16 20:30,10870,95.94,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (17/17)",11/7/16 20:30,10870,95.94,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (13/17)",11/7/16 20:30,11299,90.44,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (5/17)",11/7/16 20:30,11406,87.94,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,"NFL $50K Monday Night Showdown [$50,000 Guaranteed] (Mon-Thu) (4/17)",11/7/16 20:30,11469,85.94,$0.00 ,$0.00 ,11764,$5.00 ,"$50,000.00 ",3211
NFL,Week 9,11/3/16 20:25,12,140.12,$0.00 ,$0.00 ,20,$5.00 ,$90.00 ,1
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (7/9),11/6/16 13:00,32675,153.92,$35.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (5/9),11/6/16 13:00,47874,148.42,$30.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (8/9),11/6/16 13:00,53719,146.58,$30.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (6/9),11/6/16 13:00,54750,146.28,$30.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (1/9),11/6/16 13:00,56887,145.64,$30.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (2/9),11/6/16 13:00,97052,135.44,$0.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (3/9),11/6/16 13:00,111821,132.14,$0.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (9/9),11/6/16 13:00,149755,123.58,$0.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
NFL,NFL $4M Fantasy Football Millionaire [$1M to 1st] (4/9),11/6/16 13:00,223828,94.72,$0.00 ,$0.00 ,231213,$20.00 ,"$4,000,000.00 ",63325
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (7/12)",11/5/16 18:30,271,449,$10.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (9/12)",11/5/16 18:30,271,449,$10.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (8/12)",11/5/16 18:30,692,386.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (4/12)",11/5/16 18:30,871,365.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (3/12)",11/5/16 18:30,944,356,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (10/12)",11/5/16 18:30,952,355.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (6/12)",11/5/16 18:30,958,354.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (12/12)",11/5/16 18:30,1141,327.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (5/12)",11/5/16 18:30,1174,323,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (2/12)",11/5/16 18:30,1189,322,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (11/12)",11/5/16 18:30,1359,293.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
MMA,"MMA $7K Arm Bar [$7,000 Guaranteed] (1/12)",11/5/16 18:30,1406,285.5,$0.00 ,$0.00 ,1647,$5.00 ,"$7,000.00 ",320
NFL,"NFL $300K Jack-O'-Lantern Showdown [$300,000 Guaranteed] (Mon-Thu)",10/31/16 20:30,67915,123.46,$0.00 ,$0.00 ,70588,$5.00 ,"$300,000.00 ",17675
NFL,NFL $4.1M Fantasy Football Millionaire [$1M to 1st] (4/5),10/30/16 13:00,936,191.12,$150.00 ,$0.00 ,221913,$20.00 ,"$4,100,000.00 ",64075
NFL,NFL $4.1M Fantasy Football Millionaire [$1M to 1st] (3/5),10/30/16 13:00,6350,171.72,$50.00 ,$0.00 ,221913,$20.00 ,"$4,100,000.00 ",64075
NFL,NFL $4.1M Fantasy Football Millionaire [$1M to 1st] (5/5),10/30/16 13:00,33460,148.26,$35.00 ,$0.00 ,221913,$20.00 ,"$4,100,000.00 ",64075
NFL,NFL $4.1M Fantasy Football Millionaire [$1M to 1st] (2/5),10/30/16 13:00,85103,130.4,$0.00 ,$0.00 ,221913,$20.00 ,"$4,100,000.00 ",64075
NFL,NFL $4.1M Fantasy Football Millionaire [$1M to 1st] (1/5),10/30/16 13:00,209599,93.3,$0.00 ,$0.00 ,221913,$20.00 ,"$4,100,000.00 ",64075
NFL,NFL $500K Monday Night Showdown [$50K to 1st] (Mon-Thu) (1/2),10/24/16 20:30,26519,135,$8.00 ,$0.00 ,117647,$5.00 ,"$500,000.00 ",30875
NFL,NFL $500K Monday Night Showdown [$50K to 1st] (Mon-Thu) (2/2),10/24/16 20:30,26519,135,$8.00 ,$0.00 ,117647,$5.00 ,"$500,000.00 ",30875
NFL,NFL $4.25M Fantasy Football Millionaire [$1M to 1st] (2/5),10/23/16 13:00,46971,169.04,$30.00 ,$0.00 ,245664,$20.00 ,"$4,250,000.00 ",68000
NFL,NFL $4.25M Fantasy Football Millionaire [$1M to 1st] (1/5),10/23/16 13:00,72258,161.24,$0.00 ,$0.00 ,245664,$20.00 ,"$4,250,000.00 ",68000
NFL,NFL $4.25M Fantasy Football Millionaire [$1M to 1st] (4/5),10/23/16 13:00,111576,151.18,$0.00 ,$0.00 ,245664,$20.00 ,"$4,250,000.00 ",68000
NFL,NFL $4.25M Fantasy Football Millionaire [$1M to 1st] (3/5),10/23/16 13:00,156310,139.98,$0.00 ,$0.00 ,245664,$20.00 ,"$4,250,000.00 ",68000
NFL,NFL $4.25M Fantasy Football Millionaire [$1M to 1st] (5/5),10/23/16 13:00,240986,98.44,$0.00 ,$0.00 ,245664,$20.00 ,"$4,250,000.00 ",68000
NFL,NFL $500K Monday Night Showdown [$50K to 1st] (Mon-Thu),10/17/16 20:30,111752,62.42,$0.00 ,$0.00 ,117647,$5.00 ,"$500,000.00 ",30875
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (6/7),10/16/16 13:00,104468,136.8,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (3/7),10/16/16 13:00,123558,131.4,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (7/7),10/16/16 13:00,144666,125.48,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (4/7),10/16/16 13:00,233963,92.44,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (2/7),10/16/16 13:00,238581,89,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (5/7),10/16/16 13:00,241607,86.4,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (1/7),10/16/16 13:00,251508,70.76,$0.00 ,$0.00 ,253816,$20.00 ,"$4,444,444.00 ",70623
NFL,"NFL $1.4M Play-Action [$1,400,000 Guaranteed]",10/16/16 13:00,541049,72.04,$0.00 ,$0.00 ,549019,$3.00 ,"$1,400,000.00 ",161100
NFL,"NFL $10K Play-Action [$10,000 Guaranteed] (Afternoon Only) (2/2)",10/16/16 16:05,800,130.06,$5.00 ,$0.00 ,3921,$3.00 ,"$10,000.00 ",1073
NFL,"NFL $10K Play-Action [$10,000 Guaranteed] (Afternoon Only) (1/2)",10/16/16 16:05,1092,125.4,$0.00 ,$0.00 ,3921,$3.00 ,"$10,000.00 ",1073
NFL,Bi-Monthly Depositor Free Contest (Thu),10/6/16 20:25,55806,103.34,$0.00 ,$0.00 ,60596,$0.00 ,"$1,000.00 ",106
NFL,SEPTEMBER SILVER STATUS FREE CONTEST [$50K] (Thu),10/6/16 20:25,10338,134.9,$0.00 ,$0.00 ,17181,$0.00 ,"$50,000.00 ",738
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (4/5),10/9/16 13:00,151420,133.6,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (2/5),10/9/16 13:00,171353,128.64,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (5/5),10/9/16 13:00,179534,126.48,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (1/5),10/9/16 13:00,184807,125.06,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (3/5),10/9/16 13:00,220807,113.42,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
MMA,"MMA $60K Haymaker [$60,000 Guaranteed]",10/8/16 19:00,18897,295.5,$0.00 ,$0.00 ,22745,$3.00 ,"$60,000.00 ",7060
NFL,NFL $450K Monday Night Showdown [$450K Guaranteed] (Mon-Thu),10/3/16 20:30,45440,143.54,$5.00 ,$0.00 ,176470,$3.00 ,"$450,000.00 ",46370
NFL,Week 4,9/29/16 20:25,15,106.92,$0.00 ,$0.00 ,20,$5.00 ,$90.00 ,1
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (2/5),10/2/16 13:00,91873,138.3,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (5/5),10/2/16 13:00,118184,132.5,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (3/5),10/2/16 13:00,123572,131.32,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (1/5),10/2/16 13:00,204999,112.52,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (4/5),10/2/16 13:00,228738,104.42,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,"NFL $200K Play-Action [$200,000 Guaranteed] (Early)",10/2/16 9:30,16609,145.32,$0.00 ,$0.00 ,78431,$3.00 ,"$200,000.00 ",16300
NFL,"NFL $150K Play-Action [$150,000 Guaranteed] (Thu-Sun AM)",9/29/16 20:25,54326,103.96,$0.00 ,$0.00 ,58823,$3.00 ,"$150,000.00 ",17640
NFL,"NFL $10K Nickel [3 Entry Max, $1K to 1st!] (Thu-Sun AM) (1/3)",9/29/16 20:25,1590,120.56,$0.00 ,$0.00 ,2352,$5.00 ,"$10,000.00 ",400
NFL,"NFL $10K Nickel [3 Entry Max, $1K to 1st!] (Thu-Sun AM) (2/3)",9/29/16 20:25,2203,103.96,$0.00 ,$0.00 ,2352,$5.00 ,"$10,000.00 ",400
NFL,"NFL $10K Nickel [3 Entry Max, $1K to 1st!] (Thu-Sun AM) (3/3)",9/29/16 20:25,2203,103.96,$0.00 ,$0.00 ,2352,$5.00 ,"$10,000.00 ",400
MMA,"MMA $30K Takedown [$30,000 Guaranteed]",10/1/16 19:15,614,326,$0.00 ,$0.00 ,1284,$27.00 ,"$30,000.00 ",250
NFL,NFL $400K Monday Night Showdown [$400K Guaranteed] (Mon-Thu),9/26/16 20:30,148403,91.8,$0.00 ,$0.00 ,156862,$3.00 ,"$400,000.00 ",43735
NFL,Week 3  Thurs- Mon.,9/22/16 20:25,20,74.28,$0.00 ,$0.00 ,20,$5.00 ,$90.00 ,1
NFL,Monster Energy???s FREE $10K Fantasy Football Contest,9/25/16 13:00,104576,133.9,$0.00 ,$0.00 ,310691,$0.00 ,"$10,000.00 ",2110
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (2/5),9/25/16 13:00,28416,165.5,$34.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (1/5),9/25/16 13:00,127829,131.86,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (3/5),9/25/16 13:00,204841,109.7,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (4/5),9/25/16 13:00,248641,85.18,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,NFL $4.44M Fantasy Football Millionaire [$1M to 1st] (5/5),9/25/16 13:00,253342,77.66,$0.00 ,$0.00 ,256904,$20.00 ,"$4,444,444.00 ",70623
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (5/7)",9/25/16 13:00,43534,165.5,$7.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (2/7)",9/25/16 13:00,148595,142.2,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (1/7)",9/25/16 13:00,203789,133.9,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (3/7)",9/25/16 13:00,203789,133.9,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (4/7)",9/25/16 13:00,218490,131.86,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (6/7)",9/25/16 13:00,372476,109.7,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,"NFL $1.25M Play-Action [$1,250,000 Guaranteed] (7/7)",9/25/16 13:00,469851,85.18,$0.00 ,$0.00 ,490196,$3.00 ,"$1,250,000.00 ",135550
NFL,NFL $350K Monday Night Showdown [$25K to 1st] (Mon-Thu) (1/2),9/19/16 20:30,55687,94.8,$0.00 ,$0.00 ,137254,$3.00 ,"$350,000.00 ",38450
